//https://raw.kkgithub.com/gcqi1976/gcqi1976/main/tv.txt//直播源复制地址http://mdxgh.tpddns.cn:9999/new/mdlive.txt//直播源https://github.com/menglv/tv/tree/main,http://rihou.cc:555/gggg.nzk


浙江💓频道,#genre#
CCTV6电影,http://124.78.13.23:4022/udp/239.45.1.70:5140
CCTV7国防军事,http://124.78.13.23:4022/udp/239.45.3.56:5140
CCTV8电视剧,http://124.78.13.23:4022/udp/239.45.1.71:5140
CCTV9记录,http://124.78.13.23:4022/udp/239.45.3.4:5140
CCTV10科教,http://124.78.13.23:4022/udp/239.45.3.8:5140
CCTV11戏曲,http://124.78.13.23:4022/udp/239.45.1.196:5140
CCTV12社会与法,http://124.78.13.23:4022/udp/239.45.3.10:5140
CCTV13新闻,http://124.78.13.23:4022/udp/239.45.1.198:5140
CCTV14少儿,http://124.78.13.23:4022/udp/239.45.3.23:5140
CCTV15音乐,http://124.78.13.23:4022/udp/239.45.1.200:5140
CCTV-17农村农业,http://124.78.13.23:4022/udp/239.45.3.52:5140
CGTN,http://124.78.13.23:4022/udp/239.45.1.194:5140
动漫秀场,http://124.78.13.23:4022/udp/239.45.3.134:5140
生活时尚,http://124.78.13.23:4022/udp/239.45.3.132:5140
游戏风云,http://124.78.13.23:4022/udp/239.45.3.131:5140
MAX极速汽车,http://124.78.13.23:4022/udp/239.45.3.49:5140
教育台,http://124.78.13.23:4022/udp/239.45.3.122:5140
东方财经,http://124.78.13.23:4022/udp/239.45.1.119:5140
七彩戏剧,http://124.78.13.23:4022/udp/239.45.3.61:5140
法治天地,http://124.78.13.23:4022/udp/239.45.1.46:5140
浦东频道,http://124.78.13.23:4022/udp/239.45.3.248:5140
崇明电视,http://124.78.13.23:4022/udp/239.45.1.54:5140
嘉定频道,http://124.78.13.23:4022/udp/239.45.3.185:5140
金色频道,http://124.78.13.23:4022/udp/239.45.1.118:5140
健康人生,http://124.78.13.23:4022/udp/239.45.3.214:5140
百事通超级体育,http://124.78.13.23:4022/udp/239.45.3.139:5140
百事通4K,http://124.78.13.23:4022/udp/239.45.1.42:5140
百事通4K（备）,http://124.78.13.23:4022/udp/239.45.3.107:5140
中国教育-1,http://124.78.13.23:4022/udp/239.45.1.125:5140
中国教育-2,http://124.78.13.23:4022/udp/239.45.1.52:5140
中国教育-4,http://124.78.13.23:4022/udp/239.45.1.50:5140
浙江卫视,http://124.78.13.23:4022/udp/239.45.3.178:5140
江苏卫视,http://124.78.13.23:4022/udp/239.45.3.177:5140
湖南卫视,http://124.78.13.23:4022/udp/239.45.3.228:5140
北京卫视,http://124.78.13.23:4022/udp/239.45.3.229:5140
广东卫视,http://124.78.13.23:4022/udp/239.45.3.230:5140
深圳卫视,http://124.78.13.23:4022/udp/239.45.3.231:5140
黑龙江卫视,http://124.78.13.23:4022/udp/239.45.3.232:5140
山东卫视,http://124.78.13.23:4022/udp/239.45.3.238:5140
湖北卫视,http://124.78.13.23:4022/udp/239.45.3.239:5140
安徽卫视,http://124.78.13.23:4022/udp/239.45.1.120:5140
东南卫视,http://124.78.13.23:4022/udp/239.45.1.121:5140
江西卫视,http://124.78.13.23:4022/udp/239.45.1.122:5140
辽宁卫视,http://124.78.13.23:4022/udp/239.45.1.123:5140
天津卫视,http://124.78.13.23:4022/udp/239.45.1.124:5140
四川卫视,http://124.78.13.23:4022/udp/239.45.1.83:5140
重庆卫视,http://124.78.13.23:4022/udp/239.45.1.84:5140
贵州卫视,http://124.78.13.23:4022/udp/239.45.1.80:5140
海南卫视,http://124.78.13.23:4022/udp/239.45.1.81:5140
河北卫视,http://124.78.13.23:4022/udp/239.45.1.44:5140
金鹰纪实,http://124.78.13.23:4022/udp/239.45.1.45:5140
宁夏卫视,http://124.78.13.23:4022/udp/239.45.1.213:5140
广西卫视,http://124.78.13.23:4022/udp/239.45.0.5:5140
吉林卫视,http://124.78.13.23:4022/udp/239.45.0.6:5140
山西卫视,http://124.78.13.23:4022/udp/239.45.1.229:5140
青海卫视,http://124.78.13.23:4022/udp/239.45.1.230:5140
西藏卫视,http://124.78.13.23:4022/udp/239.45.1.231:5140
陕西卫视,http://124.78.13.23:4022/udp/239.45.1.232:5140
